timestamp,server_id,cpu_used,q_len,network_in,network_out
308,Server 1,87,1,13,11
308,Server 2,46,1,15,10
309,Server 0,83,1,9,14
309,Server 1,87,1,13,11
309,Server 2,46,1,15,10
310,Server 0,83,1,9,14
310,Server 1,47,1,12,6
310,Server 2,46,1,15,10
311,Server 0,83,1,9,14
311,Server 1,47,1,12,6
311,Server 2,46,1,15,10
312,Server 0,83,1,9,14
312,Server 1,47,1,12,6
312,Server 2,46,1,15,10
313,Server 0,83,1,9,14
313,Server 1,47,1,12,6
313,Server 2,46,1,15,10
314,Server 0,48,1,11,12
314,Server 1,47,1,12,6
314,Server 2,46,1,15,10
315,Server 0,48,1,11,12
315,Server 1,47,1,12,6
315,Server 2,46,1,15,10
316,Server 0,48,1,11,12
316,Server 1,47,1,12,6
316,Server 2,46,1,15,10
317,Server 0,48,1,11,12
317,Server 1,47,1,12,6
317,Server 2,46,1,15,10
318,Server 0,48,1,11,12
318,Server 1,47,1,12,6
318,Server 2,90,1,8,14
319,Server 0,48,1,11,12
319,Server 1,47,1,12,6
319,Server 2,90,1,8,14
320,Server 0,48,1,11,12
320,Server 1,47,1,12,6
320,Server 2,90,1,8,14
321,Server 0,48,1,11,12
321,Server 1,47,1,12,6
321,Server 2,90,1,8,14
322,Server 0,48,1,11,12
322,Server 1,47,1,12,6
322,Server 2,90,1,8,14
323,Server 0,48,1,11,12
323,Server 1,47,1,12,6
323,Server 2,90,1,8,14
324,Server 0,79,1,5,15
324,Server 1,47,1,12,6
324,Server 2,90,1,8,14
325,Server 0,79,1,5,15
325,Server 1,81,1,5,5
325,Server 2,90,1,8,14
326,Server 0,79,1,5,15
326,Server 1,81,1,5,5
326,Server 2,90,1,8,14
327,Server 0,79,1,5,15
327,Server 1,81,1,5,5
327,Server 2,90,1,8,14
328,Server 0,79,1,5,15
328,Server 1,81,1,5,5
328,Server 2,67,1,15,6
329,Server 0,79,1,5,15
329,Server 1,81,1,5,5
329,Server 2,67,1,15,6
330,Server 0,79,1,5,15
330,Server 1,81,1,5,5
330,Server 2,67,1,15,6
331,Server 0,79,1,5,15
331,Server 1,81,1,5,5
331,Server 2,67,1,15,6
332,Server 0,79,1,5,15
332,Server 1,81,1,5,5
332,Server 2,67,1,15,6
333,Server 0,79,1,5,15
333,Server 1,81,1,5,5
333,Server 2,67,1,15,6
334,Server 0,79,1,5,15
334,Server 1,81,1,5,5
334,Server 2,67,1,15,6
335,Server 0,79,1,5,15
335,Server 1,81,1,5,5
335,Server 2,67,1,15,6
336,Server 0,79,1,5,15
336,Server 1,81,1,5,5
336,Server 2,67,1,15,6
337,Server 0,66,1,10,12
337,Server 1,84,1,6,15
337,Server 2,67,1,15,6
338,Server 0,66,1,10,12
338,Server 1,84,1,6,15
338,Server 2,67,1,15,6
339,Server 0,66,1,10,12
339,Server 1,84,1,6,15
339,Server 2,67,1,15,6
340,Server 0,66,1,10,12
340,Server 1,84,1,6,15
340,Server 2,75,1,13,10
341,Server 0,66,1,10,12
341,Server 1,84,1,6,15
341,Server 2,75,1,13,10
342,Server 0,66,1,10,12
342,Server 1,84,1,6,15
342,Server 2,75,1,13,10
343,Server 0,66,1,10,12
343,Server 1,84,1,6,15
343,Server 2,75,1,13,10
344,Server 0,66,1,10,12
344,Server 1,84,1,6,15
344,Server 2,75,1,13,10
345,Server 0,66,1,10,12
345,Server 1,84,1,6,15
345,Server 2,75,1,13,10
346,Server 0,66,1,10,12
346,Server 1,84,1,6,15
346,Server 2,75,1,13,10
347,Server 0,66,1,10,12
347,Server 1,84,1,6,15
347,Server 2,75,1,13,10
348,Server 0,46,1,10,13
348,Server 1,84,1,6,15
348,Server 2,75,1,13,10
349,Server 0,46,1,10,13
349,Server 1,84,1,6,15
349,Server 2,75,1,13,10
350,Server 0,46,1,10,13
350,Server 1,84,1,6,15
350,Server 2,75,1,13,10
351,Server 0,46,1,10,13
351,Server 1,84,1,6,15
351,Server 2,75,1,13,10
352,Server 0,46,1,10,13
352,Server 1,46,1,10,11
352,Server 2,75,1,13,10
353,Server 0,46,1,10,13
353,Server 1,46,1,10,11
353,Server 2,75,1,13,10
354,Server 0,46,1,10,13
354,Server 1,46,1,10,11
354,Server 2,75,1,13,10
355,Server 0,46,1,10,13
355,Server 1,46,1,10,11
355,Server 2,89,1,14,14
356,Server 0,46,1,10,13
356,Server 1,46,1,10,11
356,Server 2,89,1,14,14
357,Server 0,46,1,10,13
357,Server 1,46,1,10,11
357,Server 2,89,1,14,14
358,Server 0,43,1,5,8
358,Server 1,46,1,10,11
358,Server 2,89,1,14,14
359,Server 0,43,1,5,8
359,Server 1,46,1,10,11
359,Server 2,89,1,14,14
360,Server 0,43,1,5,8
360,Server 1,46,1,10,11
360,Server 2,89,1,14,14
361,Server 0,43,1,5,8
361,Server 1,46,1,10,11
361,Server 2,89,1,14,14
362,Server 0,43,1,5,8
362,Server 1,57,1,9,10
362,Server 2,89,1,14,14
363,Server 0,43,1,5,8
363,Server 1,57,1,9,10
363,Server 2,89,1,14,14
364,Server 0,43,1,5,8
364,Server 1,57,1,9,10
364,Server 2,89,1,14,14
365,Server 0,43,1,5,8
365,Server 1,57,1,9,10
365,Server 2,89,1,14,14
366,Server 0,43,1,5,8
366,Server 1,57,1,9,10
366,Server 2,89,1,14,14
367,Server 0,55,1,11,14
367,Server 1,57,1,9,10
367,Server 2,89,1,14,14
368,Server 0,55,1,11,14
368,Server 1,57,1,9,10
368,Server 2,89,1,14,14
369,Server 0,55,1,11,14
369,Server 1,57,1,9,10
369,Server 2,89,1,14,14
370,Server 0,55,1,11,14
370,Server 1,57,1,9,10
370,Server 2,40,1,12,11
371,Server 0,55,1,11,14
371,Server 1,57,1,9,10
371,Server 2,40,1,12,11
372,Server 0,55,1,11,14
372,Server 1,62,1,6,11
372,Server 2,40,1,12,11
373,Server 0,55,1,11,14
373,Server 1,62,1,6,11
373,Server 2,40,1,12,11
374,Server 0,55,1,11,14
374,Server 1,62,1,6,11
374,Server 2,40,1,12,11
375,Server 0,55,1,11,14
375,Server 1,62,1,6,11
375,Server 2,40,1,12,11
376,Server 0,55,1,11,14
376,Server 1,62,1,6,11
376,Server 2,40,1,12,11
377,Server 0,55,1,11,14
377,Server 1,72,1,7,5
377,Server 2,76,1,15,15
378,Server 0,76,1,15,8
378,Server 1,72,1,7,5
378,Server 2,76,1,15,15
379,Server 0,76,1,15,8
379,Server 1,72,1,7,5
379,Server 2,76,1,15,15
380,Server 0,76,1,15,8
380,Server 1,72,1,7,5
380,Server 2,76,1,15,15
381,Server 0,76,1,15,8
381,Server 1,72,1,7,5
381,Server 2,76,1,15,15
382,Server 0,76,1,15,8
382,Server 1,72,1,7,5
382,Server 2,76,1,15,15
383,Server 0,76,1,15,8
383,Server 1,72,1,7,5
383,Server 2,76,1,15,15
384,Server 0,76,1,15,8
384,Server 1,72,1,7,5
384,Server 2,76,1,15,15
385,Server 0,76,1,15,8
385,Server 1,72,1,7,5
385,Server 2,76,1,15,15
386,Server 0,76,1,15,8
386,Server 1,72,1,7,5
386,Server 2,76,1,15,15
387,Server 0,76,1,15,8
387,Server 1,72,1,7,5
387,Server 2,76,1,15,15
388,Server 0,61,1,12,8
388,Server 1,72,1,7,5
388,Server 2,76,1,15,15
389,Server 0,61,1,12,8
389,Server 1,49,1,6,9
389,Server 2,76,1,15,15
390,Server 0,61,1,12,8
390,Server 1,49,1,6,9
390,Server 2,76,1,15,15
391,Server 0,61,1,12,8
391,Server 1,49,1,6,9
391,Server 2,89,1,10,15
392,Server 0,61,1,12,8
392,Server 1,49,1,6,9
392,Server 2,89,1,10,15
393,Server 0,61,1,12,8
393,Server 1,49,1,6,9
393,Server 2,89,1,10,15
394,Server 0,61,1,12,8
394,Server 1,49,1,6,9
394,Server 2,89,1,10,15
395,Server 0,61,1,12,8
395,Server 1,50,1,7,14
395,Server 2,89,1,10,15
396,Server 0,89,1,14,7
396,Server 1,50,1,7,14
396,Server 2,89,1,10,15
397,Server 0,89,1,14,7
397,Server 1,50,1,7,14
397,Server 2,89,1,10,15
398,Server 0,89,1,14,7
398,Server 1,50,1,7,14
398,Server 2,89,1,10,15
399,Server 0,89,1,14,7
399,Server 1,50,1,7,14
399,Server 2,89,1,10,15
400,Server 0,89,1,14,7
400,Server 1,50,1,7,14
400,Server 2,89,1,10,15
401,Server 0,89,1,14,7
401,Server 1,50,1,7,14
401,Server 2,89,1,10,15
402,Server 0,89,1,14,7
402,Server 1,72,1,7,11
402,Server 2,89,1,10,15
403,Server 0,89,1,14,7
403,Server 1,72,1,7,11
403,Server 2,89,1,10,15
404,Server 0,89,1,14,7
404,Server 1,72,1,7,11
404,Server 2,89,1,10,15
405,Server 0,89,1,14,7
405,Server 1,72,1,7,11
405,Server 2,74,1,13,5
406,Server 0,89,1,14,7
406,Server 1,72,1,7,11
406,Server 2,74,1,13,5
407,Server 0,89,1,14,7
407,Server 1,72,1,7,11
407,Server 2,74,1,13,5
408,Server 0,89,1,14,7
408,Server 1,82,1,15,6
408,Server 2,74,1,13,5
409,Server 0,89,1,14,7
409,Server 1,82,1,15,6
409,Server 2,74,1,13,5
410,Server 0,58,1,6,7
410,Server 1,82,1,15,6
410,Server 2,74,1,13,5
411,Server 0,58,1,6,7
411,Server 1,82,1,15,6
411,Server 2,74,1,13,5
412,Server 0,58,1,6,7
412,Server 1,82,1,15,6
412,Server 2,74,1,13,5
413,Server 0,58,1,6,7
413,Server 1,82,1,15,6
413,Server 2,74,1,13,5
414,Server 0,58,1,6,7
414,Server 1,82,1,15,6
414,Server 2,74,1,13,5
415,Server 0,58,1,6,7
415,Server 1,82,1,15,6
415,Server 2,74,1,13,5
416,Server 0,58,1,6,7
416,Server 1,82,1,15,6
416,Server 2,74,1,13,5
417,Server 0,58,1,6,7
417,Server 1,82,1,15,6
417,Server 2,74,1,13,5
418,Server 0,58,1,6,7
418,Server 1,82,1,15,6
418,Server 2,74,1,13,5
419,Server 0,58,1,12,7
419,Server 1,82,1,15,6
419,Server 2,74,1,13,5
420,Server 0,58,1,12,7
420,Server 1,82,1,15,6
420,Server 2,76,1,12,12
421,Server 0,58,1,12,7
421,Server 1,82,1,15,6
421,Server 2,76,1,12,12
422,Server 0,58,1,12,7
422,Server 1,70,1,15,7
422,Server 2,76,1,12,12
423,Server 0,58,1,12,7
423,Server 1,70,1,15,7
423,Server 2,76,1,12,12
424,Server 0,58,1,12,7
424,Server 1,70,1,15,7
424,Server 2,76,1,12,12
425,Server 0,58,1,12,7
425,Server 1,70,1,15,7
425,Server 2,76,1,12,12
426,Server 0,58,1,12,7
426,Server 1,70,1,15,7
426,Server 2,76,1,12,12
427,Server 0,58,1,12,7
427,Server 1,70,1,15,7
427,Server 2,76,1,12,12
428,Server 0,58,1,12,7
428,Server 1,70,1,15,7
428,Server 2,76,1,12,12
429,Server 0,58,1,12,7
429,Server 1,45,1,11,14
429,Server 2,51,1,15,15
430,Server 0,58,1,12,7
430,Server 1,45,1,11,14
430,Server 2,51,1,15,15
431,Server 0,90,1,8,5
431,Server 1,45,1,11,14
431,Server 2,51,1,15,15
432,Server 0,90,1,8,5
432,Server 1,45,1,11,14
432,Server 2,51,1,15,15
433,Server 0,90,1,8,5
433,Server 1,45,1,11,14
433,Server 2,51,1,15,15
434,Server 0,90,1,8,5
434,Server 1,45,1,11,14
434,Server 2,51,1,15,15
435,Server 0,90,1,8,5
435,Server 1,45,1,11,14
435,Server 2,89,1,12,5
436,Server 0,90,1,8,5
436,Server 1,76,1,5,14
436,Server 2,89,1,12,5
437,Server 0,90,1,8,5
437,Server 1,76,1,5,14
437,Server 2,89,1,12,5
438,Server 0,90,1,8,5
438,Server 1,76,1,5,14
438,Server 2,89,1,12,5
439,Server 0,90,1,8,5
439,Server 1,76,1,5,14
439,Server 2,89,1,12,5
440,Server 0,90,1,8,5
440,Server 1,76,1,5,14
440,Server 2,89,1,12,5
441,Server 0,63,1,13,9
441,Server 1,76,1,5,14
441,Server 2,89,1,12,5
442,Server 0,63,1,13,9
442,Server 1,76,1,5,14
442,Server 2,89,1,12,5
443,Server 0,63,1,13,9
443,Server 1,71,1,8,6
443,Server 2,89,1,12,5
444,Server 0,63,1,13,9
444,Server 1,71,1,8,6
444,Server 2,62,1,14,11
445,Server 0,63,1,13,9
445,Server 1,71,1,8,6
445,Server 2,62,1,14,11
446,Server 0,63,1,13,9
446,Server 1,71,1,8,6
446,Server 2,62,1,14,11
447,Server 0,44,1,8,15
447,Server 1,71,1,8,6
447,Server 2,62,1,14,11
448,Server 0,44,1,8,15
448,Server 1,71,1,8,6
448,Server 2,62,1,14,11
449,Server 0,44,1,8,15
449,Server 1,71,1,8,6
449,Server 2,62,1,14,11
450,Server 0,44,1,8,15
450,Server 1,58,1,9,7
450,Server 2,62,1,14,11
451,Server 0,44,1,8,15
451,Server 1,58,1,9,7
451,Server 2,62,1,14,11
452,Server 0,44,1,8,15
452,Server 1,58,1,9,7
452,Server 2,62,1,14,11
453,Server 0,44,1,8,15
453,Server 1,58,1,9,7
453,Server 2,68,1,7,12
454,Server 0,44,1,8,15
454,Server 1,58,1,9,7
454,Server 2,68,1,7,12
455,Server 0,44,1,8,15
455,Server 1,58,1,9,7
455,Server 2,68,1,7,12
456,Server 0,44,1,8,15
456,Server 1,58,1,9,7
456,Server 2,68,1,7,12
457,Server 0,90,1,7,8
457,Server 1,58,1,9,7
457,Server 2,68,1,7,12
458,Server 0,90,1,7,8
458,Server 1,58,1,9,7
458,Server 2,68,1,7,12
459,Server 0,90,1,7,8
459,Server 1,58,1,9,7
459,Server 2,57,1,7,15
460,Server 0,90,1,7,8
460,Server 1,58,1,9,7
460,Server 2,57,1,7,15
461,Server 0,90,1,7,8
461,Server 1,58,1,9,7
461,Server 2,57,1,7,15
462,Server 0,90,1,7,8
462,Server 1,58,1,9,7
462,Server 2,57,1,7,15
463,Server 0,90,1,7,8
463,Server 1,58,1,9,7
463,Server 2,57,1,7,15
464,Server 0,90,1,7,8
464,Server 1,58,1,9,7
464,Server 2,57,1,7,15
465,Server 0,90,1,7,8
465,Server 1,77,1,7,7
465,Server 2,57,1,7,15
466,Server 0,90,1,7,8
466,Server 1,77,1,7,7
466,Server 2,57,1,7,15
467,Server 0,90,1,7,8
467,Server 1,77,1,7,7
467,Server 2,57,1,7,15
468,Server 0,90,1,7,8
468,Server 1,77,1,7,7
468,Server 2,80,1,5,12
469,Server 0,85,1,8,10
469,Server 1,77,1,7,7
469,Server 2,80,1,5,12
470,Server 0,85,1,8,10
470,Server 1,77,1,7,7
470,Server 2,80,1,5,12
471,Server 0,85,1,8,10
471,Server 1,77,1,7,7
471,Server 2,80,1,5,12
472,Server 0,85,1,8,10
472,Server 1,77,1,7,7
472,Server 2,80,1,5,12
473,Server 0,85,1,8,10
473,Server 1,77,1,7,7
473,Server 2,80,1,5,12
474,Server 0,85,1,8,10
474,Server 1,77,1,7,7
474,Server 2,80,1,5,12
475,Server 0,85,1,8,10
475,Server 1,77,1,7,7
475,Server 2,80,1,5,12
476,Server 0,85,1,8,10
476,Server 1,77,1,7,7
476,Server 2,80,1,5,12
477,Server 0,85,1,8,10
477,Server 1,77,1,7,7
477,Server 2,80,1,5,12
478,Server 0,85,1,8,10
478,Server 1,77,1,7,7
478,Server 2,80,1,5,12
479,Server 0,85,1,8,10
479,Server 1,77,1,7,7
479,Server 2,80,1,5,12
480,Server 0,85,1,8,10
480,Server 1,56,1,15,8
480,Server 2,80,1,5,12
481,Server 0,85,1,8,10
481,Server 1,56,1,15,8
481,Server 2,80,1,5,12
482,Server 0,81,1,9,12
482,Server 1,56,1,15,8
482,Server 2,80,1,5,12
483,Server 0,81,1,9,12
483,Server 1,56,1,15,8
483,Server 2,63,1,13,13
484,Server 0,81,1,9,12
484,Server 1,56,1,15,8
484,Server 2,63,1,13,13
485,Server 0,81,1,9,12
485,Server 1,56,1,15,8
485,Server 2,63,1,13,13
486,Server 0,81,1,9,12
486,Server 1,56,1,15,8
486,Server 2,63,1,13,13
487,Server 0,81,1,9,12
487,Server 1,56,1,15,8
487,Server 2,63,1,13,13
488,Server 0,81,1,9,12
488,Server 1,56,1,15,8
488,Server 2,63,1,13,13
489,Server 0,81,1,9,12
489,Server 1,56,1,15,8
489,Server 2,74,1,5,6
490,Server 0,53,1,14,10
490,Server 1,56,1,15,8
490,Server 2,74,1,5,6
491,Server 0,53,1,14,10
491,Server 1,56,1,15,8
491,Server 2,74,1,5,6
492,Server 0,53,1,14,10
492,Server 1,56,1,15,8
492,Server 2,74,1,5,6
493,Server 0,53,1,14,10
493,Server 1,56,1,15,8
493,Server 2,74,1,5,6
494,Server 0,53,1,14,10
494,Server 1,72,1,12,12
494,Server 2,74,1,5,6
495,Server 0,75,1,9,14
495,Server 1,72,1,12,12
495,Server 2,74,1,5,6
496,Server 0,75,1,9,14
496,Server 1,72,1,12,12
496,Server 2,74,1,5,6
497,Server 0,75,1,9,14
497,Server 1,72,1,12,12
497,Server 2,74,1,5,6
498,Server 0,75,1,9,14
498,Server 1,72,1,12,12
498,Server 2,74,1,5,6
499,Server 0,75,1,9,14
499,Server 1,72,1,12,12
499,Server 2,74,1,5,6
